Row_Labels,Count_AnimalName
FRAGGLE,1
FRAISER,2
FRALA,1
FRAN,4
FRANCES,20
FRANCESCA,10
FRANCESCO,4
FRANCHESCA,1
FRANCHI,1
FRANCI,1
FRANCIE,3
FRANCINE,5
FRANCIS,19
FRANCISCO,1
FRANCO,4
FRANCOIS,3
FRANCOISE,1
FRANGELICO,1
FRANI,1
FRANJO2,1
FRANK,54
FRANK5%,1
FRANKA,1
FRANKEE,1
FRANKENSTEIN,4
FRANKFOOTER,1
FRANKFURT,1
FRANKFURTER,1
FRANKI,1
FRANKIE,182
FRANKIE-S,1
FRANKKI,1
FRANKLIN,45
FRANKLYN,3
FRANKLYNN,1
FRANKSINATRA,1
FRANKY,13
FRANNIE,9
FRANNY,15
FRANSWA,2
FRANZ,5
FRAPPE,1
FRASIER,7
FRAULEIN,5
FRAXY,1
FRAZIER,3
FRECCIA,1
FRECKLE,1
FRECKLES,23
FRED,68
FREDA,2
FREDDIE,43
FREDDY,29
FREDERIC,1
FREDERICK,6
FREDO,11
FREDRICO,1
FREDRIK,1
FREE,2
FREEDOM,4
FREEDOOM,2
FREEWAY,4
FREIDA,1
FREIDA-LEYNA,2
FREJA,5
FREKLES,1
FRENCH,4
FRENCHEE,1
FRENCHIE,11
FRENCHY,2
FRESCO,1
FRESH,1
FREUD,3
FREYA,12
FREYJA,7
FRIA,1
FRIC,1
FRICK,1
FRIDA,41
FRIEDA,2
FRIENDLY,1
FRIENDSHIPS,1
FRIGG,1
FRIGGIT,1
FRIJOL,1
FRINCESS,1
FRISBBE,1
FRISBEE,3
FRISCO,10
FRISKER,1
FRISKET,1
FRISKEY,1
FRISKY,5
FRITO,1
FRITS,1
FRITZ,44
FRITZGERALD,1
FRITZIE,1
FRITZY,1
FRIZZY,1
FRO,1
FRODO,8
FROED,1
FROG,3
FROGGY,3
FROLIC,1
FROSIA,1
FROST,5
FROSTER,1
FROSTI,2
FROSTY,25
FRUMPUS,1
FU,1
FUBBY,1
FUDD,1
FUDGE,16
FUDGEE,1
FUDGIE,1
FUEGO,1
FUFA,1
FUFFIE,1
FUFI,1
FUFTSIK,1
FUFU,3
FUGI,1
FUJI,6
FUKS,1
FUKU,2
FULTON,2
FUNFETTI,1
FUNKY,1
FUNTIK,1
FURA,1
FURBIE,2
FURBS,1
FURBY,4
FURGUS,1
FURIO,1
FURLONG,1
FURRYPAWS,1
FURY,3
FUSION,1
FUSS,1
FUSSILLI,1
FUSSY,1
FUTRESS,1
FUTURE,1
FUTURO,1
FUZZETTE,1
FUZZY,9
FYN,1
FYNN,1
G,1
GABA,1
GABBA,1
GABBANA,3
GABBIE,3
GABBY,32
GABE,3
GABI,3
GABIOTA,1
GABLE,2
GABRIEL,16
GABRIELA,1
GABRIELLA,8
GABRIELLE,8
GABRIELLI,1
GABY,8
GADGE,2
GADGET,5
GAEGOGI,1
GAELIE,1
GAETAN,1
GAETANA,1
GAGA,6
GAGE,3
GAGI,1
GAIA,4
GAIGA,1
GAILA,1
GAJA,1
GALA,3
GALAEN,1
GALAXY,4
GALE,3
GALI,2
GALILEA,1
GALILEO,2
GALLANT,1
GALLIANO,1
GAMBINO,1
GAMBIT,16
GAMBLE,1
GAMBY,1
GANACHE,1
GANDALF,6
GANDER,2
GANDLF,1
GANDY,1
GANGGANG,1
GANGSTA,1
GANGSTER,3
GANJI,1
GANNICUS,3
GAODI,1
GARBANZO,4
GARBO,4
GARCIA,2
GARDA,1
GARDENIA,1
GARETT,1
GARFIELD,2
GARLAND,1
GARLIC,1
GARMR,1
GARNER,1
GAROL,1
GARRATT,1
GARRET,1
GARRETT,1
GARRICK,1
GARRISON,2
GARRY,1
GARTH,2
GARY,16
GARY-GER-SHERIF,1
GASPARD,1
GASPARE,2
GASPER,3
GASTON,5
GASTONE,2
GATELY,1
GATO,1
GATOR,3
GATSBY,38
GATWICK,1
GAUCHO,5
GAUGE,3
GAVIN,8
GAWAIN,1
GAYA,2
GAYLA,1
GAYNOR,1
GAZOO,1
GAZPACHO,1
GD,1
GEA,1
GECKO,1
GEDDY,1
GEE,3
GEEANNA,2
GEEBEE,1
GEEGEE,1
GEEZER,2
GEFILTC,1
GEGE,1
GEHRIG,1
GEISHA,2
GELATO,2
GEM,9
GEMA,1
GEMELLI,1
GEMENI,1
GEMI,1
GEMINI,4
GEMMA,27
GEMMI,1
GEMZE,1
GENA,1
GENE,1
GENEE,1
GENENIEVE,1
GENERAL,8
GENESIS,7
GENEVA,3
GENEVIEVE,6
GENGHIS,1
GENIE,5
GENIUS,1
GENJI,1
GENNA,1
GENNY,2
GENO,2
GENOCYDE,1
GENOVESE,2
GENS,2
GENTLEMAN,1
GENTRY,1
GEO,2
GEOFFREY,2
GEORDI,2
GEORDIE,2
GEORDY,1
GEORGE,158
GEORGEBABE,1
GEORGEOUS,1
GEORGETTE,3
GEORGI,3
GEORGIA,48
GEORGIE,37
GEORGIE-GIRL,1
GEORGIO,1
GEORGY,1
GEORGYGIRL,1
GEPETTO,2
GEPPETTO,1
GERALD,2
GERANIUM,1
GERARD,1
GERBERT,1
GERDA,3
GERDIE,1
GERI,2
GERLENE,1
GERMANY,1
GERONIMO,8
GERRIT,1
GERRY,3
GERSHWIN,1
GERTA,1
GERTIE,9
GERTRUDE,15
GERTY,1
GERULA,1
GESHA,2
GETER,1
GEYA,1
G-FLASHY,1
GG,5
GGOMA,1
GHIBLI,1
GHOST,27
GHOUL,1
GHOULIE,1
GI,3
GIA,52
GIADA,1
GIALLO,1
GIANA,3
GIANNA,2
GIANNI,2
GIANT,2
GIASELLE-CLAIRE-SUKI,1
GIAVONNA,1
GIBBS,4
GIBBY,3
GIBSON,12
GIDEGET,1
GIDEON,7
GIDGET,25
GIELLY,1
GIFFIN,1
GIFFORD,1
GIGANTIC,1
GIGGLES,1
GIGGY,2
GIGI,149
GIGIO,1
GIGO,1
GIGOLO,1
GIGY,1
GILATO,1
GILBERT,4
GILDA,4
GILLEN,1
GILLEY,1
GILLIAN,4
GILLIE,2
GILLIGAN,2
GILLMORE,1
GILLY,3
GILMOUR,1
GIMBAL,1
GIMBO,1
GIMINY,1
GIMLI,2
GIMLY,1
GIN,6
GINA,18
GINGA,1
GINGER,344
GINGER.P,1
GINGER1211,1
GINGERBREA,2
GINGERBREAD,3
GINGER-LENA,2
GINGER-LYNN,1
GINGERPI,1
GINGERPUFF,1
GINGERSNAP,3
GINGERSPCE,1
GINGERY'S,1
GINGI,4
GINGIN,2
GINGY,1
GINJA,1
GINJI,1
GINKO,1
GINNI,1
GINNIFER,1
GINNY,13
GINO,34
GINOBILI,1
GINS,2
GINSBERG,1
GINSBURG,1
GINSENG,1
GIO,14
GIOCOSO,1
GIOIA,7
GIOIELLA,1
GIORGIO,9
GIOVANIN,1
GIOVANNA,4
GIOVANNI,13
GIOVANNIE,1
GIPPER,3
GIPSY,2
GIRL,6
GIRLFRIEND,3
GIRLIE,3
GIRLY,2
GIRLYGIRL,1
GISELE,2
GISELLE,9
GISH,1
GISMO,2
GISUSEPPE,1
GISZELLE,1
GITANA,1
GITANE,1
GITTA,2
GIU,1
GIULIANA,1
GIULIANI,1
GIULIETTA,1
GIULIO,2
GIUNA,2
GIUSEPPE,7
GIVENCHY,1
GIZELLE,1
GIZHMO,1
GIZMA,1
GIZMO,354
GIZMO/GILB,1
GIZMOE,1
GIZZIE,5
GIZZMO,4
GIZZY,1
GLACIER,2
GLACKEN,2
GLADSTONE,1
GLADYS,2
GLAMOUR,2
GLAS,1
GLASS,1
GLEASON,1
GLEN,2
GLENCOCO,1
GLENDALINE,1
GLENN,2
GLENNA,1
GLINDA,1
GLISTEN,1
GLO,1
GLOBIS,1
GLORIA,11
GLORIE,1
GLORIOUS,1
GLORY,4
GLYNDA,1
G-MONAY,1
GNAR,1
GNARLEY,2
GNARLY,1
GNOCCHI,6
GNOCCO,1
GNOMEO,2
GO,2
GOBI,5
GOBINDA,1
GOBSTOPPER,1
GOCHA,2
GOCHI,1
GOCHO,1
GODDIVA,1
GODDY,1
GODFREY,3
GODIE,1
GODIVA,8
GODRIC,1
GODZILLA,8
GODZUKI,1
GOGARTY,1
GOGGIES,1
GOGO,12
GOHMI,1
GOJI,1
GOKU,3
GOKUH,1
GOLBEZ,1
GOLDA,3
GOLDBROOK,1
GOLDEN,4
GOLDENDOODLE,1
GOLDIE,54
GOLDILOCKS,1
GOLDI-LOX,1
GOLDO,2
GOLDY,7
GOLFITO,1
GOLFO,1
GOLIATH,16
GOMEZ,7
GOMPERS,1
GONGJU,1
GONTA,1
GONZO,2
GOO,1
GOOBER,9
GOOBERS,1
GOOCHIE,1
GOOD,1
GOODWIN,2
GOODY,1
GOOFUS,2
GOOFY,14
GOOGIE,1
GOOMBA,1
GOOPY,1
GOOSE,22
GOOSIE,1
GORBER,1
GORDA,4
GORDI,1
GORDIE,3
GORDITA,1
GORDO,20
GORDON,16
GORDY,4
GORGEOUS,2
GORGI,2
GORGIE,1
GORGONZOLA,1
GORI,1
GOSHA,3
GOSHEN,1
GOTHAM,1
GOTOTA,1
GOTTI,16
GOUDA,3
GOUGERE,1
GOULDO,1
GOUMBA,2
GOUZAI,1
GOVERNOUR,1
GOWGOW,1
GOYA,1
GOZER,2
GOZO,1
GOZY,2
GRAAI,1
GRACE,53
GRACEE,1
GRACEY,3
GRACI,1
GRACIE,212
GRACIE-,1
GRACY,2
GRADY,9
GRAE,1
GRAEBY,1
GRAF,2
GRAFF,2
GRAFFITI,1
GRAHAM,9
GRAINNE,1
GRAISY,1
GRAMM,1
GRAND,2
GRANDMA,2
GRANGER,1
GRANNO,1
GRANT,7
GRANTHAM,1
GRASSHOPPER,1
GRAVY,2
GRAY,5
GRAYAN,1
GRAY'C,1
GRAYCE,1
GRAYCEE,1
GRAYCIE,1
GRAYSEA,1
GRAYSON,9
GRAZIO,1
GRECHEN,1
GREEN,2
GREER,1
GREG,3
GREICY,1
GREMLIN,3
GRENAS,1
GRENDEL,1
GRESHKA,1
GRESLY,1
GRETA,27
GRÉTAL,1
GRETCHEN,12
GRETE,2
GRETEL,8
GRETTAH,1
GRETZKY,5
GREY,11
GREYNI,1
GREYSON,4
GREYSTONE,1
GRIBETZ,1
GRIEVER,1
GRIFF,4
GRIFFEN,2
GRIFFEY,1
GRIFFIN,33
GRIFFY,1
GRIFO,1
GRIGIO,1
GRIM,1
GRIMES,1
GRIMLOCK,1
GRIMMY,1
GRIMSBY,2
GRIMSEY,1
GRINGA,1
GRINGO,8
GRISELDA,1
GRITZ,1
GRIZ,1
GRIZWALD,2
GRIZZ,3
GRIZZLE,1
GRIZZLIE,1
GRIZZLY,16
GROM,2
GROMET,1
GROMIT,7
GRONDO,1
GROOT,1
GROUCHO,2
GROVER,8
GROWLER,1
GROWLY,1
GRU,1
GRUMDROP,1
GRUMPY,1
GRUNT,2
GRYFF,1
GRYFFINDOR,3
GRYLLA,1
GRYLLO,1
GRYPHON,6
GU,1
GUACAMOLE,3
GUAI,4
GUAIBAO,1
GUAIGUAI,1
GUAITI,1
GUANICA,1
GUAPO,10
GUARDIAN,2
GUBBIO,1
GUBER,1
GUCCI,96
GUCHI,1
GUDDA,1
GUERA,1
GUERO,1
GUIDO,4
GUILLERMO,4
GUINESS,4
GUINEVERE,3
GUINNESS,55
GUINNESS(BRASKA,1
GUIRRO,2
GUIZMO,1
GULASH,1
GULBI,1
GULIETTA,1
GULL,1
GULLEY,1
GULLIVER,7
GUM,4
GUMBEAUX,1
GUMBO,3
GUMBY,1
GUMMY,1
GUMP,1
GUNDEE,1
GUNNAR,4
GUNNER,26
GUNNERY,1
GUNNERZ,2
GUNNIESS,1
GUNNY,5
GUNTER,1
GUNTHER,13
GUPPY,1
GURAGGIO,1
GURGI,1
GURI,3
GURL,1
GURTIE,1
GURU,2
GUS,149
GUSS,1
GUSSIE,4
GUSSY,2
GUST,1
GUSTAL,1
GUSTAV,3
GUSTAVE,2
GUSTAVIO,1
GUSTAVO,3
GUSTO,1
GUSTY,1
GUTHRIE,2
GUTS,1
GUY,9
GUYVER,1
GWAPO,1
GWEENIE,1
GWEN,16
GWENDOLINE,1
GWENDOLYN,3
GWENNIE,1
GWIIGWIITO,1
GWIN,1
GWLADYS,1
GWYNDU,1
GWYNEVIERE,1
GYP,1
GYPS,1
GYPSEY,1
GYPSIE,2
GYPSY,45
GYPTIAN,1
GYRO,2
GYSPY,1
GYZMO,3
HABIBI,4
HABI-NERO,1
HABRUMI,1
HACHE,1
HACHI,26
HACHIKO,8
HACHI-MIKO,2
HACHL,1
HACHY,1
HACK,1
HADDIE,4
HADES,6
HADLEY,7
HADOOP,1
HAGAR,2
HAGEN,1
HAGGIS,1
HAGLER,2
HAGNUS,1
HAGRID,3
HAIDA,1
HAILEE,1
HAILEY,23
HAILIE,1
HAISEL,1
HAKU,3
HAKY,1
HAL,1
HALBY,2
HALE,1
HALEY,14
HALF,1
HALF-PINT,1
HALIE,1
HALLE,7
HALLEY,3
HALLIE,4
HALLY,1
HALO,27
HALWA,1
HALYARD,1
HAM,2
HAMACHI,3
HAMBONE,3
HAMILTON,17
HAMISH,6
HAMKINS,1
HAMLERT,1
HAMLET,11
HAMLIN,1
HAMMER,3
HAMMETT,1
HAMMY,2
HAMPTON,6
HAMSA,1
HAN,5
HANA,10
HANAKO,1
HANDSOME,9
HANDY,1
HANEUL,1
HANGAR,1
HANK,77
HANLEY,1
HANNA,10
HANNAH,47
HANNALORE,1
HANNIBAL,3
HANS,9
HANSEL,4
HANSI,1
HANSON,1
HANZO,3
HAP,1
HAPI,1
HAPKITO,1
HAPOOH,2
HAPPI,1
HAPPY,105
HARA,1
HARAJUKU,1
HARBOR,2
HARDIE,1
HARDY,3
HARI,1
HARLAN,5
HARLAND,1
HARLEE,3
HARLEM,13
HARLEN,1
HARLEY,183
HARLI,1
HARLIE,3
HARLOW,14
HARMON,1
HARMONY,7
HAROLD,11
HAROO,1
HARP,1
HARPER,40
HARPO,11
HARPUA,1
HARPUR,2
HARRI,1
HARRIET,10
HARRIETT,1
HARRIS,3
HARRISON,9
HARROW,1
HARRY,126
HARTLEY,3
HARU,6
HARVARD,1
HARVERY,1
HARVEST,2
HARVEY,48
HARVIN,1
HASCO,1
HASH,1
HASHBROWN,2
HASONG,1
HASTING,1
HATCHI,5
HATHAWAY,1
HATTIE,7
HAVANA,5
HAVARTI,1
HAVI,1
HAVOC,4
HAVOK,1
HAWAII,1
HAWK,2
HAWKER,1
HAWKEYE,3
HAWKINS,1
HAWTHORN,1
HAWTHORNE,1
HAXA,1
HAYDEN,1
HAYES,1
HAYLEE,3
HAYLEIGH,1
HAYLEY,12
HAZARD,2
HAZE,10
HAZEE,1
HAZEL,126
HA''ZEL,1
HAZEL(NUT),1
HAZEL-BERRI,1
HAZELMAY,1
HAZELNUT,8
HAZIE,1
HAZ-TAC,1
HAZUKI,1
HAZY,1
HB,1
HEADY,1
HEALER,1
HEART,1
HEARTTHROB,1
HEARTY,2
HEATH,4
HEATHCLIFF,4
HEATHER,12
HEATHROW,1
HEAVEN,5
HEAVENSENT,1
HEBE,2
HECTOR,9
HEDI,2
HEDWIG,1
HEDY,2
HEEYA,1
HEFE,1
HEFF,3
HEFFIE,1
HEFNER,3
HEIDE,1
HEIDEE,1
HEIDI,54
HEIDI-BO,1
HEIDOU,1
HEIMDALLR,1
HEINEKEN,1
HEINRICH,5
HEINZ,2
HEIRESS,2
HEIRJORDAN,1
HEISMAN,2
HEIST,1
HEITZ,1
HELEN,9
HELENE,1
HELGA,7
HELLEN,1
HELO,1
HELSINKI,1
HEMAN,1
HE-MAN,1
HEMI,2
HEMINGWAY,6
HEMMINGWAY,1
HENDERSON,1
HENDRICK,1
HENDRICKS,2
HENDRIX,15
HENESIS,1
HENLEY,5
HENNA,2
HENNASY,1
HENNESEY,1
HENNESSEY,4
HENNESSY,24
HENNESY,1
HENNEY,3
HENNEYESSY,1
HENNI,2
HENNRY,1
HENNSEY,1
HENNSSEY,1
HENNX,1
HENNY,17
HENREE,2
HENRI,15
HENRIE,1
HENRIETTA,3
HENRIK,5
HENRY,249
HENRYETA,1
HENSON,1
HENZEL,1
HERA,15
HERB,1
HERBERT,3
HERBIE,14
HERC,2
HERCULE,2
HERCULES,69
HERCULIS,1
HERINGO''S,1
HERISSON,1
HERMAN,14
"HERMAN,",1
HERMANN,1
HERMES,11
HERMIE,3
HERMINE,1
HERMIONE,3
HERNANDO,1
HERO,11
HERSCHEL,4
HERSCHELL,1
HERSCHLE,2
HERSEY,4
HERSHE,2
HERSHEL,3
HERSHEY,101
HERSHEYS,3
HERSHIE,2
HERSHIES,1
HERSHY,2
HERU,1
HEWEY,1
HEX,1
HEY,1
HEYLA,1
HI,1
HICCUP,4
HICKORY,3
HICKS,1
HIDALGO,1
HIDEKI,3
HIEDI,1
HIGGI,1
HIGGINS,6
HIGGINS!,1
HIGGINSON,1
HIGGLEY,1
HIGGS,2
HIGH,1
HIGHWAYZ,1
HIKARI,1
HILAND,1
HILARY,1
HILDA,2
HILDALGO,1
HILDEGARD,2
HILDEY,1
HILDY,3
HILLARD,1
HILLARY,6
HILLEL,1
HILLY,2
HILO,2
HIME,1
HIMIKO,1
HIMROD,1
HINA,1
HINCKLEY,2
HINDLEY,1
HINES,1
HINES-WARD,1
HINGHAM,1
HINY,1
HIP,1
HIPPO,3
HIPPOGRIFF,1
HIPPOLYTA,1
HIPPY,1
HIRO,13
HIROHITO,1
HIROKI,1
HIROKO,1
HIROSHI,1
HISTYLE,1
HITCHCOCK,2
HITCHI,1
HITOSHI,1
HNERY,1
HOAGIE,2
HOBBES,14
HOBBIT,2
HOBBS,1
HOBBY,1
HOBIE,6
HOBO,3
HOBSON,2
HOCUS,1
HODA,2
HODGES,1
HODGY,1
HODOR,1
HOFFMAN,1
HOGAN,10
HOGI,1
HOGIE,1
HOJO,1
HOKEE,1
HOKIE,1
HOKU,1
HOLA,1
HOLAM,1
HOLDEN,3
HOLI,1
HOLIDAY,5
HOLLAND,3
HOLLEBELLE,2
HOLLI,1
HOLLIDAY,1
HOLLIE,3
HOLLIS,1
HOLLISTER,2
HOLLY,124
HOLLYBERRIE,1
HOLLYBRIAR,1
HOLLYJOLLY,1
HOLLYWOOD,7
HOLMES,2
HOLY,3
HOMBRE,1
HOMENTASHEN,1
HOMER,26
HOMERO,1
HOMERQ,1
HOMEY,3
HOMMER,1
HOMYTU,1
HONCHO,1
HONDA,3
HONDINI,1
HONDO,2
HONEY,202
HONEYBEE,2
HONEYBEL,1
HONEYBOO,1
HONEYBOY,1
HONEYBUN,4
HONEYBUN((HOLIDAY),1
HONEYCOMB,1
HONEY-COMB,1
HONEYCUTT,1
HONEYDILL,2
HONEYPIE,1
HONEYSUCKLE,1
HONG,1
HONIE,1
HONOLULU,2
HONORIA,1
HONOR'S,1
HOOCH,7
HOOCH(THE,1
HOOFLET,1
HOOP,1
HOOPER,4
HOOTCH,1
HOOTIE,1
HOOVER,6
HOOZIE,1
HOP,2
HOPE,51
HOPPER,4
HOPPIE,1
HOPPUS,1
HOPPY,2
HOPS,4
HORACE,1
HORACIO,2
HORANG,1
HORATIO,7
HORNET,1
HORSEY,1
HORTON,3
HORUS,1
HOSHI,3
HOSS,3
HOSTIE,1
HOT,5
HOTARU,1
HOTDOG,1
HOTTIE,1
HOTWIRE,1
HOUDINI,9
HOUND,1
HOUSTON,5
HOV,1
HOVA,3
HOWARD,9
HOWDY,3
HOWELL,1
HOWIE,13
HOYA,1
HOYT,2
HRS,2
HUAHUA,1
HUA-KE,1
HUANG,1
HUA-ZAI,1
HUBBA,1
HUBBELL,3
HUBBLE,3
HUBBLES,1
HUBERT,5
HUCK,16
HUCKLEBERRY,17
HUDINI,1
HUDSON,150
HUEREQUEQUE,1
HUEY,7
HUGGIE,1
HUGGY,1
HUGHEY,1
HUGHY,1
HUGO,67
HUKE,1
HULA,2
HULK,9
HULU,1
HUMBERT,1
HUMBLE,1
HUMBOLDT,2
HUMFREY,1
HUMMER,1
HUMOOSE,1
HUMPERDINCK,1
HUMPHERY,2
HUMPHREY,27
HUMPHY,1
HUNCUT,2
HUNDLEY,1
HUNNIE,1
HUNNY,3
HUNTER,128
HUNTLEY,2
HUNTYR,1
HURLEY,8
HURON,1
HURRACAN,1
HURRICANE,3
HUSKY,5
HUSOS,1
HUSTLE,3
HUTCH,7
HUTCHINSON,1
HUTTS,1
HUW,1
HUX,1
HUXLEY,10
HYBRID,1
HYDE,1
HYDEE,1
HYDRO,1
HYDRO-TURF,1
HYENA,1
HYENNA,1
HYLO,1
HYNSEY,1
HYPE,2
HYPER,1
HYPHEN,1
HYRO,2
HYUNDAI,1
IAGO,1
IAN,3
IBELLA,1
ICE,23
ICEBOY,1
ICEMAN,2
ICES,3
ICESIS,1
ICEY,2
ICHABOD,2
ICHIBOD,1
ICHIE,1
ICHIGO,1
ICHIRI,1
ICON,2
ICY,1
IDA,5
IDGIE,4
IDIK,1
IDLI,1
IGBY,8
IGGI,3
IGGIE,1
IGGY,25
IGLOO,1
IGNACIO,1
IGNATIUS,2
IGOR,2
IGUAZU,1
IKA,3
IKCHEL,2
IKE,14
IKER,2
IKEY,1
ILSA,2
ILYA,1
IMA,2
IMAN,1
IMANI,1
IMELDA-MARCOS,1
IMLI,1
IMMANUEL,2
IMMIES,1
IMOEN,1
IMOGEN,2
IMPREZO,1
IMPY,1
INARI,2
INCA,2
INDI,2
INDIA,16
INDIAN,1
INDIANA,27
INDIE,23
INDIGO,5
INDIO,3
INDUS,1
INDY,24
INEZ,4
INFAMOUS,1
INGA,4
INGEMAR,1
INGO,1
INGRID,1
INIGO,1
INKIE,1
INKY,5
INNES,1
INNIS,1
INNOCENCE,1
INSTAGRAM,1
INTI,2
INTL,1
INU,5
IO,1
IOLA,1
ION,1
IORWERTH,1
IOWA,1
IPPO,1
IRA,5
IRALY,1
IRANA,1
IRELAND,2
IRENE,3
IRIDESSA,1
IRIE,3
IRINA,1
IRIS,14
IRISH,1
IRMA,1
IRON,1
IRONMAN,2
IRVING,7
ISA,1
ISAAC,10
ISABEAU,1
ISABEL,14
ISABELA,1
ISABELLA,71
ISABELLE,26
ISADORA,6
ISADORE,1
ISAIAH,2
ISARAH,1
ISAS,1
ISCO,1
ISHA,2
ISHAM,1
ISHKA,1
ISIDORA,1
ISIS,41
ISLA,3
ISLAND,1
ISLAY,4
ISLES,1
ISMAEL,1
ISOLDA,1
ISOLDE,2
ISRAEL,1
ISSA,2
ISSAC,2
ISYS,1
ITA,1
ITACHI,1
ITATI,1
ITCHY,1
ITHACA,1
IT'S,1
ITSEY,1
ITSSY,1
ITZY,1
IUS,1
IVAN,7
IVANA,3
IVANKA,2
IVAR,1
IVEY,1
IVORY,17
IVORY`,1
IVORYSNOW,1
IVY,45
IWA,1
IWALENI,1
IWANELI,1
IX,1
IZABELLA,2
IZABELLE,1
IZOLDA,2
IZZA,1
IZZABELL,1
IZZABELLA,1
IZZABELLE,1
IZZE,1
IZZIE,10
IZZY,80
IZZY/ISABELLA,1
IZZY-BELLA,1
IZZYBELLE,1
J,10
J.,1
J.C,1
J.D,1
J.D.,3
J.J,2
J.J.,9
J.R.,2
JA,2
JABBA,3
JABIR,1
JABOBO,1
JAC,1
JACAMO,1
JAC-DAVID,1
JACE,2
JACEY,1
JACHS,1
JACK,425
JACK(IE),1
JACK(YAY-YAY)MENDEZ,1
JACKA,1
JACKAL,1
JACKE,1
JACKI,1
JACKIE,91
JACKIE-O,2
JACK-JACK,3
JACKLEY,1
JACKLYN,1
JACKO,3
JACKPOT,6
JACKRABBIT,1
JACKRASCAL,1
JACKS,3
JACKSON,164
JACKSPARRO,1
JACKTANNENBAUM,1
JACKY,6
JACO,3
JACOB,31
JACOB(RIVER),1
JACOBI,1
JACQUE,3
JACQUELINE,3
JACQUELYN,1
JACQUES,15
JACQUES-IMO,1
JACQUES-LOUIS,1
JACS,2
JACY,3
JADA,43
JADA-GISELLE,1
JADE,47
JADEE,1
JADEN,5
JADON,1
JADU,1
JADZIA,1
JAEDA,1
JAE-DEE,1
JAEDEN,1
JAEGER,1
JAE-JAE,1
JAFFA,1
JAG,3
JAGER,3
JÄGER,1
JAGGAR,1
JAGGED,1
JAGGER,15
JAGGY,1
JAGI,1
JAGR,2
JAGRMEISTER,1
JAGUAR,6
JAH-COBY,1
JAI,2
JAICEE,1
JAICY,1
JAIDA,3
JAIDEN,1
JAIJAI,1
JAIME,1
JAIMIE,1
JAIMOE,1
JAK,3
JAKE,286
JAKEE,1
JAKEEM,1
JAKE-LOUIS,1
JAKEY,1
JAKI,1
JAKOB,2
JALAPENO,2
JALEESA,1
JALEN,1
JALISSA,1
JAM,3
JAMA,1
JAMAICA,2
JAMAICAN,1
JAMARCUS,1
JAMBO,1
JAME-O,1
JAMES,22
JAMESON,26
JAMESY,1
JAMI,1
JAMIE,20
JAMISON,2
JAMMER,1
JAMO,1
JAMPIER,1
JAMPY,1
JAMSINE,1
JANA,1
JANE,16
JANEE,1
JANELLA,2
JANET,6
JANEY,1
JANGO,3
JANGOON,1
JANICE,1
JANIE,1
JANINA,1
JANIS,1
J-ANN,1
JANNA,1
JANNY,1
JANOSIK,1
JANSEY,1
JANTU,1
JANYS,1
JAPHY,2
JAQ,1
JAQUITA,1
JARA,2
JARDO'S,1
JARED,2
JARI,1
JAROCHO,1
JARRELL,1
JARVIS,4
JASBE,1
JASCHA,1
JASE,1
JASHUA,1
JASIME,2
JASMIAM,1
JASMIN,2
JASMINE,65
JASMYNE,1
JASO,1
JASON,15
JASPAR,1
JASPER,172
JASSE,1
JASSY,1
JASTON-GAGE,2
JASZMINE,1
JAVA,18
JAVALILY,1
JAVI,2
JAVIER,5
JAWS,3
JAX,145
JAXI,2
JAXIE,1
JAXON,8
JAXS,3
JAXSARIA,1
JAXSON,14
JAXSYN,1
JAXX,7
JAXXY,1
JAXY,1
JAY,43
JAYCE,1
JAYCEE,1
JAYCOB,1
JAYDA,5
JAYDE,2
JAYDEE,1
JAYDEN,5
JAYJAY,6
JAY-JAY,3
JAYLA,5
JAYLYNN,1
JAYME,1
JAYMO,1
JAYNA,1
JAYNE,1
JAYSEE,1
JAYSON,1
JAY-SWEETZ,1
JAYVIA,1
JAY-Z,2
JAY-ZEE,1
JAZMIN,2
JAZMINE,16
JAZMYN,1
JAZPER,2
JAZZ,32
JAZZABELLA,1
JAZZABELLE,1
JAZZBONE,1
JAZZBUDDY,1
JAZZEE,1
JAZZI,2
JAZZIE,6
JAZZLYN,1
JAZZMIN,1
JAZZMINE,1
JAZZY,39
JB,2
JC,3
JD,6
JE,1
JEA,1
JEAN,7
JEAN-CLAUDE,1
JEANETTE,1
JEAN-LUC,1
JEANNIE,4
JEAN-RALPHIO,1
JEB,3
JEBADIAH,1
JECKLE,1
JED,7
JEDA,1
JEDD,1
JEDI,9
JEE,1
JEEP,2
JEEPS,1
JEETER,1
JEEVES,2
JEEZY,2
JEF,1
JEFE,3
JEFF,3
JEFFAMY,1
JEFFERS,2
JEFFERSON,9
JEFFERY,2
JEFFREY,14
JEFFREYARR,1
JEFFRY,1
JEFFY,2
JEIK,1
JEIRA,1
JEISY,1
JEKYLL,1
JELLIE,1
JELLO,2
JELLY,18
JELLYBEAN,5
JELO,1
JEM,6
JEMMA,5
JEMMIE,1
JENA,1
JENGA,2
JENGO,1
JENI,2
JENKINS,1
JENKO,1
JENN,1
JENNA,16
JENNER,1
JENNI,1
JENNIE,1
JENNIFER,3
JENNINGS,1
JENNY,36
JENSING,2
JENSON,1
JENZIE,1
JEOPARDY,1
JEREE,1
JEREMIAH,1
JEREMY,6
JERICHO,1
JERMAINE(WATSON),1
JEROME,3
JEROMEY,1
JERRY,55
JERSEY,23
JERSEYGIRL,1
JERZEE,2
JERZY,1
